,Section,Class NBR,Instructor Name,A,B,C,D,F,AU,P,NG,W,I,IP,Pending,Total,Raw,Average,Median,Mode,σ,Semester,Classes
GLG 112,4,2477,"Thompson,Lisa Anne",35,21,26,10,4,0,0,0,4,0,0,0,100,2.76,3.0,4,1.1764781669002542,,Spring 2013,GLG 112
GLG 112,5,2496,"Thompson,Lisa Anne",26,26,24,17,6,0,0,0,1,0,0,0,100,2.495,3,4,1.2236924498046582,,Spring 2013,GLG 112
GLG 112,6,2574,"Brugger-Schorr,Carrie Rae",20,30,21,7,10,0,0,0,2,0,0,0,90,2.489,3.0,3,1.2502350876113943,,Spring 2013,GLG 112
GLG 112,801,6875,"Koehler,Peter Andrew",14,7,2,0,1,0,0,0,1,0,0,0,25,3.375,4.0,4,0.9696480760071398,,Spring 2013,GLG 112
GLG 112L,801,6876,"Koehler,Peter Andrew",12,6,2,0,4,0,0,0,1,0,0,0,25,2.917,3.5,4,1.4719601443879744,,Spring 2013,GLG 112L
GLG 112L,A,2100,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",19,1,3,1,0,0,0,0,0,0,0,0,24,3.583,4.0,4,0.8805466023105079,,Spring 2013,GLG 112L
GLG 112L,B,2101,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",16,2,3,1,0,0,0,0,0,0,0,0,22,3.5,4.0,4,0.9128709291752769,,Spring 2013,GLG 112L
GLG 112L,C,2102,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",20,4,1,0,0,0,0,0,0,0,0,0,25,3.76,4,4,0.5228129047119374,,Spring 2013,GLG 112L
GLG 112L,D,2103,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",17,3,1,0,2,0,0,0,0,0,0,0,23,3.435,4,4,1.1994728750020205,,Spring 2013,GLG 112L
GLG 112L,E,2104,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",17,7,0,0,0,0,0,0,1,0,0,0,25,3.708,4.0,4,0.4643056214875365,,Spring 2013,GLG 112L
GLG 112L,F,2253,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",19,4,1,0,2,0,0,0,0,0,0,0,26,3.462,4.0,4,1.1395005653625356,,Spring 2013,GLG 112L
GLG 112L,G,2254,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",19,6,0,0,1,0,0,0,0,0,0,0,26,3.615,4.0,4,0.8521466107154603,,Spring 2013,GLG 112L
GLG 112L,H,2255,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",14,3,3,0,1,0,0,0,0,0,0,0,21,3.381,4,4,1.0712698295103096,,Spring 2013,GLG 112L
GLG 112L,I,2319,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",20,3,1,0,0,0,0,0,0,0,0,0,24,3.792,4.0,4,0.5089773777040515,,Spring 2013,GLG 112L
GLG 112L,J,2320,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",13,3,1,0,4,0,0,0,1,0,0,0,22,3,4,4,1.5811388300841898,,Spring 2013,GLG 112L
GLG 112L,K,2454,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",20,4,1,0,0,0,0,0,0,0,0,0,25,3.76,4,4,0.5228129047119374,,Spring 2013,GLG 112L
GLG 112L,L,2455,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",20,2,1,0,1,0,0,0,1,0,0,0,25,3.667,4.0,4,0.9168313422570846,,Spring 2013,GLG 112L
GLG 112L,M,2467,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",16,4,0,0,2,0,0,0,0,0,0,0,22,3.455,4.0,4,1.184313050927584,,Spring 2013,GLG 112L
GLG 112L,N,2518,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",20,3,1,0,0,0,0,0,1,0,0,0,25,3.792,4.0,4,0.5089773777040515,,Spring 2013,GLG 112L
GLG 112L,O,2576,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",20,2,0,0,0,0,0,0,0,0,0,0,22,3.909,4.0,4,0.29424494316824984,,Spring 2013,GLG 112L
GLG 112L,P,2600,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",21,2,0,0,2,0,0,0,0,0,0,0,25,3.6,4,4,1.118033988749895,,Spring 2013,GLG 112L
GLG 112L,Q,2601,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",17,6,1,0,1,0,0,0,0,0,0,0,25,3.52,4,4,0.918331820930394,,Spring 2013,GLG 112L
GLG 112L,R,2602,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",13,6,0,0,1,0,0,0,2,0,0,0,22,3.5,4.0,4,0.9459053029269173,,Spring 2013,GLG 112L
GLG 112L,S,2603,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",18,5,0,1,0,0,0,0,1,0,0,0,25,3.667,4.0,4,0.701964118163034,,Spring 2013,GLG 112L
GLG 112L,T,2604,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",19,1,2,0,0,0,0,0,0,0,0,0,22,3.773,4.0,4,0.6119304490372043,,Spring 2013,GLG 112L
GLG 112L,U,4192,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",17,3,3,1,0,0,0,0,1,0,0,0,25,3.5,4.0,4,0.8846517369293828,,Spring 2013,GLG 112L
GLG 112L,V,4193,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",9,8,2,0,2,0,0,0,0,0,0,0,21,3.048,3,4,1.2031704150364766,,Spring 2013,GLG 112L
GLG 112L,W,4194,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",17,4,0,0,0,0,0,0,1,0,0,0,22,3.81,4,4,0.40237390808147827,,Spring 2013,GLG 112L
GLG 112L,X,5025,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",17,6,1,1,0,0,0,0,0,0,0,0,25,3.56,4,4,0.7681145747868608,,Spring 2013,GLG 112L
GLG 115,1,2577,"Schwalm,Christopher R",8,13,2,3,1,0,0,0,0,0,0,0,27,2.889,3,3,1.086041978694737,,Spring 2013,GLG 115
GLG 190,1,2585,"Wittke,James Henry",3,3,5,0,1,0,0,0,0,0,0,0,12,2.583,2.5,2,1.164500152881315,,Spring 2013,GLG 190
GLG 190L,A,2586,"Wittke,James Henry",8,0,2,1,1,0,0,0,0,0,0,0,12,3.083,4.0,4,1.4433756729740643,,Spring 2013,GLG 190L
GLG 240,1,2105,"Joyal,Taylor Joseph",7,5,2,0,4,0,0,0,0,0,0,0,18,2.611,3.0,4,1.5769997160986313,,Spring 2013,GLG 240
GLG 240,2,6871,"Brumbaugh,David Scott",5,10,3,0,0,0,0,0,2,0,0,0,20,3.111,3.0,3,0.6763995415945232,,Spring 2013,GLG 240
GLG 304,1,2446,"Middleton,Larry Thomas",5,3,5,0,0,0,0,0,0,0,0,0,13,3,3,4,0.9128709291752769,,Spring 2013,GLG 304
GLG 315,1,2108,"Ort,Michael Harold",7,8,11,0,1,0,0,0,2,0,0,0,29,2.741,3,2,0.9842057552468226,,Spring 2013,GLG 315
GLG 324,1,2110,"Middleton,Larry Thomas",5,18,10,1,0,0,0,0,0,0,0,0,34,2.794,3.0,3,0.7294419521095056,,Spring 2013,GLG 324
GLG 350W,1,2318,"Vaughan,Richard Gregory",5,7,2,2,2,0,0,0,0,0,0,0,18,2.611,3.0,3,1.3345582608616182,,Spring 2013,GLG 350W
GLG 350W,2,5169,"Riggs,Nancy Rosalind",5,14,3,0,2,0,0,0,0,0,0,0,24,2.833,3.0,3,1.0494995356656043,,Spring 2013,GLG 350W
GLG 360,1,2578,"Springer,Abraham E",6,13,6,1,1,0,0,0,2,0,0,0,29,2.815,3,3,0.9622504486493763,,Spring 2013,GLG 360
GLG 440C,1,2391,"Springer,Abraham E/Brumbaugh,David Scott/Anderson,Zachary W",8,9,2,0,1,0,0,0,0,0,0,0,20,3.15,3.0,3,0.9880869341680844,,Spring 2013,GLG 440C
GLG 440C,2,5223,"Kaufman,Darrell S/Springer,Abraham E/Brumbaugh,David Scott/Anderson,Zach",6,7,5,0,0,0,0,0,0,0,0,0,18,3.056,3.0,3,0.802365782965103,,Spring 2013,GLG 440C
GLG 100,1,2213,"Wolkowinsky,Amy J",6,11,7,3,2,0,0,0,1,0,0,0,30,2.552,3,3,1.1522092721795603,,Fall 2013,GLG 100
GLG 100,2,2214,"Wolkowinsky,Amy J",11,9,6,6,1,0,0,0,1,0,0,0,34,2.697,3,4,1.2115292114938996,,Fall 2013,GLG 100
GLG 100,801,8761,"Koehler,Peter Andrew",8,9,1,0,3,0,0,0,0,0,0,0,21,2.905,3,3,1.3380867649282653,,Fall 2013,GLG 100
GLG 100L,801,8763,"Koehler,Peter Andrew",13,0,0,0,5,0,0,0,0,0,0,0,18,2.889,4.0,4,1.8435543958499072,,Fall 2013,GLG 100L
GLG 100L,A,2215,"Wolkowinsky,Amy J",9,5,1,0,0,0,0,0,0,0,0,0,15,3.533,4,4,0.6399404734221844,,Fall 2013,GLG 100L
GLG 100L,B,2216,"Wolkowinsky,Amy J",9,4,0,0,0,0,0,0,2,0,0,0,15,3.692,4,4,0.48038446141526137,,Fall 2013,GLG 100L
GLG 100L,C,2217,"Wolkowinsky,Amy J",13,2,1,0,1,0,0,0,2,0,0,0,19,3.529,4,4,1.0675700831106785,,Fall 2013,GLG 100L
GLG 100L,D,2218,"Wolkowinsky,Amy J",15,6,0,0,1,0,0,0,0,0,0,0,22,3.545,4.0,4,0.9116846116771036,,Fall 2013,GLG 100L
GLG 101,1,2221,"Ort,Michael Harold",5,7,9,0,1,0,0,0,0,0,0,0,22,2.682,3.0,2,0.9945740239808645,,Fall 2013,GLG 101
GLG 101,2,3531,"Brumbaugh,David Scott",12,5,15,0,0,0,0,0,0,0,0,0,32,2.906,3.0,2,0.9283830897266078,,Fall 2013,GLG 101
GLG 102,1,2222,"Amoroso,Lee",5,8,2,4,0,0,0,0,2,0,0,0,21,2.737,3,3,1.097578408394179,,Fall 2013,GLG 102
GLG 103,A,2223,"Brumbaugh,David Scott/Ort,Michael Harold",11,4,3,0,0,0,0,0,0,0,0,0,18,3.444,4.0,4,0.7838233761296739,,Fall 2013,GLG 103
GLG 103,B,2224,"Brumbaugh,David Scott/Ort,Michael Harold",12,6,2,0,0,0,0,0,0,0,0,0,20,3.5,4.0,4,0.6882472016116853,,Fall 2013,GLG 103
GLG 103,D,4299,"Brumbaugh,David Scott/Ort,Michael Harold",9,4,1,0,1,0,0,0,0,0,0,0,15,3.333,4,4,1.1126972805283737,,Fall 2013,GLG 103
GLG 104,A,2220,"Amoroso,Lee",14,3,2,0,0,0,0,0,2,0,0,0,21,3.632,4,4,0.6839855680567694,,Fall 2013,GLG 104
GLG 107,1,4031,"Sample,James Clifford",15,27,32,11,4,0,0,0,8,0,0,0,97,2.427,2,2,1.054079094511997,,Fall 2013,GLG 107
GLG 112,1,2225,"Brugger-Schorr,Carrie Rae",30,38,16,6,5,0,0,0,3,0,0,0,98,2.863,3,3,1.0974877144253914,,Fall 2013,GLG 112
GLG 112,2,2448,"Brugger-Schorr,Carrie Rae",39,28,19,10,2,0,0,0,1,0,0,0,99,2.939,3.0,4,1.0918283779132814,,Fall 2013,GLG 112
GLG 112,3,2579,"Vaughan,Richard Gregory",25,39,23,8,3,0,0,0,1,0,0,0,99,2.765,3.0,3,1.023446979455186,,Fall 2013,GLG 112
GLG 112,4,2647,"Thompson,Lisa Anne",37,31,26,10,2,0,0,0,0,0,0,0,106,2.858,3.0,4,1.064032574199574,,Fall 2013,GLG 112
GLG 112,5,2708,"Thompson,Lisa Anne",36,34,25,5,6,0,0,0,1,0,0,0,107,2.84,3.0,4,1.1223851512172442,,Fall 2013,GLG 112
GLG 112,6,3599,"Thompson,Lisa Anne",23,46,16,10,4,0,0,0,1,0,0,0,100,2.747,3,3,1.0531142770270716,,Fall 2013,GLG 112
GLG 112,7,8737,"Vaughan,Richard Gregory",9,19,14,7,8,0,0,0,2,0,0,0,59,2.246,2,3,1.2716791732978483,,Fall 2013,GLG 112
GLG 112,801,8760,"Koehler,Peter Andrew",9,10,2,0,1,0,0,0,2,0,0,0,24,3.182,3.0,3,0.9579921282290986,,Fall 2013,GLG 112
GLG 112L,801,8762,"Koehler,Peter Andrew",12,4,2,2,3,0,0,0,1,0,0,0,24,2.87,4,4,1.4864340436117256,,Fall 2013,GLG 112L
GLG 112L,A,2226,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",14,5,1,1,2,0,0,0,0,0,0,0,23,3.217,4,4,1.2776584313476258,,Fall 2013,GLG 112L
GLG 112L,AA,8806,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",4,3,2,2,1,0,0,0,1,0,0,0,13,2.583,3.0,4,1.378954368902449,,Fall 2013,GLG 112L
GLG 112L,B,2227,"Brugger-Schorr,Carrie Rae",16,4,1,0,0,0,0,0,0,0,0,0,21,3.714,4,4,0.560611910581388,,Fall 2013,GLG 112L
GLG 112L,C,2228,"Brugger-Schorr,Carrie Rae",23,1,1,0,0,0,0,0,0,0,0,0,25,3.88,4,4,0.43969686527576396,,Fall 2013,GLG 112L
GLG 112L,CC,8808,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",12,2,1,1,0,0,0,0,0,0,0,0,16,3.562,4.0,4,0.8920949127381756,,Fall 2013,GLG 112L
GLG 112L,D,2229,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",14,5,0,1,1,0,0,0,1,0,0,0,22,3.429,4,4,1.0757057484009542,,Fall 2013,GLG 112L
GLG 112L,DD,8811,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",12,4,2,0,0,0,0,0,0,0,0,0,18,3.556,4.0,4,0.7047921864945658,,Fall 2013,GLG 112L
GLG 112L,E,2230,"Brugger-Schorr,Carrie Rae",22,1,1,0,0,0,0,0,0,0,0,0,24,3.875,4.0,4,0.44842720314644063,,Fall 2013,GLG 112L
GLG 112L,EE,8810,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",9,6,1,2,4,0,0,0,0,0,0,0,22,2.636,3.0,4,1.5597757636597747,,Fall 2013,GLG 112L
GLG 112L,F,2449,"Brugger-Schorr,Carrie Rae",17,1,3,0,3,0,0,0,0,0,0,0,24,3.208,4.0,4,1.4135729219948652,,Fall 2013,GLG 112L
GLG 112L,G,2450,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",14,6,0,1,1,0,0,0,2,0,0,0,24,3.409,4.0,4,1.0537502599713133,,Fall 2013,GLG 112L
GLG 112L,H,2451,"Brugger-Schorr,Carrie Rae",14,4,1,2,1,0,0,0,0,0,0,0,22,3.273,4.0,4,1.202450600185906,,Fall 2013,GLG 112L
GLG 112L,I,2455,"Brugger-Schorr,Carrie Rae",15,7,1,1,1,0,0,0,0,0,0,0,25,3.36,4,4,1.0360180178613367,,Fall 2013,GLG 112L
GLG 112L,J,2456,"Brugger-Schorr,Carrie Rae",17,3,0,1,0,0,0,0,0,0,0,0,21,3.714,4,4,0.7171371656006362,,Fall 2013,GLG 112L
GLG 112L,K,2580,"Brugger-Schorr,Carrie Rae",16,3,2,0,1,0,0,0,0,0,0,0,22,3.5,4.0,4,1.0118347314702751,,Fall 2013,GLG 112L
GLG 112L,L,2581,"Brugger-Schorr,Carrie Rae",17,7,1,0,0,0,0,0,0,0,0,0,25,3.64,4,4,0.5686240703077328,,Fall 2013,GLG 112L
GLG 112L,M,2659,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",15,7,2,1,0,0,0,0,0,0,0,0,25,3.44,4,4,0.8205689083394114,,Fall 2013,GLG 112L
GLG 112L,N,2660,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",16,6,0,0,0,0,0,0,0,0,0,0,22,3.727,4.0,4,0.4558423058385518,,Fall 2013,GLG 112L
GLG 112L,O,2709,"Brugger-Schorr,Carrie Rae",16,7,1,0,0,0,0,0,0,0,0,0,24,3.625,4.0,4,0.5757792451369143,,Fall 2013,GLG 112L
GLG 112L,P,2710,"Brugger-Schorr,Carrie Rae",19,3,3,0,0,0,0,0,0,0,0,0,25,3.64,4,4,0.7,,Fall 2013,GLG 112L
GLG 112L,Q,2719,"Brugger-Schorr,Carrie Rae",17,1,1,0,1,0,0,0,1,0,0,0,21,3.65,4.0,4,0.9880869341680844,,Fall 2013,GLG 112L
GLG 112L,R,2720,"Brugger-Schorr,Carrie Rae",15,6,1,1,2,0,0,0,0,0,0,0,25,3.24,4,4,1.2342339054382412,,Fall 2013,GLG 112L
GLG 112L,S,2721,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",16,1,1,1,1,0,0,0,0,0,0,0,20,3.5,4.0,4,1.1470786693528088,,Fall 2013,GLG 112L
GLG 112L,T,2734,"Brugger-Schorr,Carrie Rae",19,3,2,0,0,0,0,0,1,0,0,0,25,3.708,4.0,4,0.6240935455708451,,Fall 2013,GLG 112L
GLG 112L,U,3759,"Brugger-Schorr,Carrie Rae",17,1,2,0,1,0,0,0,1,0,0,0,22,3.571,4,4,1.0281745265969475,,Fall 2013,GLG 112L
GLG 112L,V,4582,"Brugger-Schorr,Carrie Rae",18,3,0,0,0,0,0,0,1,0,0,0,22,3.857,4,4,0.3585685828003181,,Fall 2013,GLG 112L
GLG 112L,W,4581,"Brugger-Schorr,Carrie Rae",20,5,0,0,0,0,0,0,0,0,0,0,25,3.8,4,4,0.408248290463863,,Fall 2013,GLG 112L
GLG 112L,X,6850,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",11,5,2,2,1,0,0,0,0,0,0,0,21,3.095,4,4,1.220850601210562,,Fall 2013,GLG 112L
GLG 112L,Y,6851,"Thompson,Lisa Anne/Brugger-Schorr,Carrie Rae",21,3,1,0,0,0,0,0,0,0,0,0,25,3.8,4,4,0.5,,Fall 2013,GLG 112L
GLG 202,1,6963,"Elliott,David Kenneth",6,11,8,5,4,1,0,0,0,0,0,0,35,2.294,2.5,3,1.2680075462137053,,Fall 2013,GLG 202
GLG 225,1,2582,"Elliott,David Kenneth",9,11,19,0,1,0,0,0,0,0,0,0,40,2.675,2.5,2,0.9167249398727054,,Fall 2013,GLG 225
GLG 240,1,2231,"Brumbaugh,David Scott",7,8,4,1,0,0,0,0,0,0,0,0,20,3.05,3.0,3,0.8870412083230169,,Fall 2013,GLG 240
GLG 240,2,3532,"Riggs,Nancy Rosalind",3,8,3,2,0,0,0,0,1,0,0,0,17,2.75,3.0,3,0.9309493362512627,,Fall 2013,GLG 240
GLG 309,1,2234,"Brugger-Schorr,Carrie Rae",12,24,9,1,0,0,0,0,0,0,0,0,46,3.022,3.0,3,0.7450318541969302,,Fall 2013,GLG 309
GLG 430,1,2236,"Amoroso,Lee",10,15,7,2,1,0,0,0,1,0,0,0,36,2.886,3,3,0.993254560446988,,Fall 2013,GLG 430
GLG 435,1,2238,"Duebendorfer,Ernest M",4,11,13,5,2,0,0,0,0,0,0,0,35,2.286,2,2,1.0451970985368817,,Fall 2013,GLG 435
GLG 451,1,1959,"Springer,Abraham E",5,6,3,1,3,0,0,0,0,0,0,0,18,2.5,3.0,3,1.4245742398014511,,Fall 2013,GLG 451
GLG 470,2,4692,"Wittke,James Henry/Brumbaugh,David Scott",5,5,9,0,0,0,0,0,0,0,0,0,19,2.789,3,2,0.8549819600709617,,Fall 2013,GLG 470
GLG 101,1,3517,"Brumbaugh,David Scott",6,7,23,0,2,0,0,0,3,0,0,0,41,2.395,2.0,2,0.9455292721814171,,Spring 2014,GLG 101
GLG 102,1,1988,"Amoroso,Lee",8,11,11,5,2,0,0,0,2,0,0,0,39,2.486,3,3,1.1455620071878747,,Spring 2014,GLG 102
GLG 103,A,1989,"Brumbaugh,David Scott",12,5,1,2,1,0,0,0,1,0,0,0,22,3.19,4,4,1.2090925365350502,,Spring 2014,GLG 103
GLG 103,B,1990,"Brumbaugh,David Scott",9,7,1,0,1,0,0,0,2,0,0,0,20,3.278,3.5,4,1.0178151661369075,,Spring 2014,GLG 103
GLG 104,A,1991,"Amoroso,Lee",12,3,2,0,1,0,0,0,2,0,0,0,20,3.389,4.0,4,1.0921586228732252,,Spring 2014,GLG 104
GLG 104,B,3283,"Amoroso,Lee",8,9,1,0,1,0,0,0,0,0,0,0,19,3.211,3,3,0.976328005472037,,Spring 2014,GLG 104
GLG 112,1,1992,"Brugger-Schorr,Carrie Rae",42,49,15,8,4,0,0,0,1,0,0,0,119,2.992,3.0,3,1.0335877495888999,,Spring 2014,GLG 112
GLG 112,2,2136,"Brugger-Schorr,Carrie Rae",34,58,19,4,3,0,0,0,2,0,0,0,120,2.983,3.0,3,0.9056616870606441,,Spring 2014,GLG 112
GLG 112,3,2331,"Thompson,Lisa Anne",36,33,33,11,4,0,0,0,2,0,0,0,119,2.735,3,4,1.101669285073889,,Spring 2014,GLG 112
GLG 112,4,2355,"Thompson,Lisa Anne",43,40,25,6,6,0,0,0,1,0,0,0,121,2.9,3.0,4,1.1030896258641343,,Spring 2014,GLG 112
GLG 112,5,2373,"Vaughan,Richard Gregory",17,49,40,8,5,0,0,0,0,0,0,0,119,2.546,3,3,0.9632914897535382,,Spring 2014,GLG 112
GLG 112,6,2449,"Brugger-Schorr,Carrie Rae",41,38,22,7,7,0,0,0,2,0,0,0,117,2.861,3,4,1.1538414598273352,,Spring 2014,GLG 112
GLG 112,7,6027,"Vaughan,Richard Gregory",25,49,26,4,11,0,0,0,2,0,0,0,117,2.635,3,3,1.1496027901555763,,Spring 2014,GLG 112
GLG 112,801,6925,"Koehler,Peter Andrew",9,8,5,1,1,0,0,0,0,0,0,0,24,2.958,3.0,4,1.082636342118332,,Spring 2014,GLG 112
GLG 112L,801,6927,"Koehler,Peter Andrew",16,5,3,0,1,0,0,0,0,0,0,0,25,3.4,4,4,1.0,,Spring 2014,GLG 112L
GLG 112L,A,1993,"Lenegan,Robert J/Cassidy,Colleen Elizabeth",11,8,2,1,1,0,0,0,0,0,0,0,23,3.174,3,4,1.0724726702618104,,Spring 2014,GLG 112L
GLG 112L,AA,6266,"Lenegan,Robert J/England,Hunter Lynn",17,2,0,0,2,0,0,0,1,0,0,0,22,3.524,4,4,1.2090925365350502,,Spring 2014,GLG 112L
GLG 112L,B,1994,"Lenegan,Robert J/Fisher,Andrew J",7,4,1,0,0,0,0,0,2,0,0,0,14,3.5,4.0,4,0.674199862463242,,Spring 2014,GLG 112L
GLG 112L,BB,6267,"Lenegan,Robert J/Savage,Jessica A",19,3,0,0,0,0,0,0,0,0,0,0,22,3.864,4.0,4,0.35125008665710444,,Spring 2014,GLG 112L
GLG 112L,C,1995,"Lenegan,Robert J/Cassidy,Colleen Elizabeth",23,4,1,0,0,0,0,0,0,0,0,0,28,3.786,4.0,4,0.49867549436206376,,Spring 2014,GLG 112L
GLG 112L,CC,6276,"Lenegan,Robert J/England,Hunter Lynn",25,3,0,0,0,0,0,0,0,0,0,0,28,3.893,4.0,4,0.314970394174356,,Spring 2014,GLG 112L
GLG 112L,D,1996,"Lenegan,Robert J/Fisher,Andrew J",17,2,0,1,0,0,0,0,0,0,0,0,20,3.75,4.0,4,0.7163503994113789,,Spring 2014,GLG 112L
GLG 112L,DD,6277,"Lenegan,Robert J/Lexvold,Angela",18,3,1,0,0,0,0,0,0,0,0,0,22,3.773,4.0,4,0.5284134548067254,,Spring 2014,GLG 112L
GLG 112L,E,1997,"Lenegan,Robert J/Paffett,Kyle",25,3,0,0,0,0,0,0,0,0,0,0,28,3.893,4.0,4,0.314970394174356,,Spring 2014,GLG 112L
GLG 112L,EE,6278,"Lenegan,Robert J/Lexvold,Angela",17,4,0,1,0,0,0,0,0,0,0,0,22,3.682,4.0,4,0.7162311170195086,,Spring 2014,GLG 112L
GLG 112L,F,2137,"Lenegan,Robert J/Fisher,Andrew J",18,6,3,1,0,0,0,0,1,0,0,0,29,3.464,4.0,4,0.8380817098475258,,Spring 2014,GLG 112L
GLG 112L,FF,6279,"Lenegan,Robert J/Savage,Jessica A",26,2,0,0,0,0,0,0,0,0,0,0,28,3.929,4.0,4,0.26226526415648105,,Spring 2014,GLG 112L
GLG 112L,G,2138,"Lenegan,Robert J/Beuttel,Brandon",17,6,0,1,1,0,0,0,0,0,0,0,25,3.48,4,4,1.004987562112089,,Spring 2014,GLG 112L
GLG 112L,GG,6280,"Lenegan,Robert J/Stephens,Samuel M",16,10,1,1,0,0,0,0,0,0,0,0,28,3.464,4.0,4,0.7444681351359534,,Spring 2014,GLG 112L
GLG 112L,H,2139,"Lenegan,Robert J/Paffett,Kyle",14,2,0,1,0,0,0,0,0,0,0,0,17,3.706,4,4,0.7717436331412898,,Spring 2014,GLG 112L
GLG 112L,HH,6281,"Lenegan,Robert J/Stephens,Samuel M",19,7,1,0,0,0,0,0,1,0,0,0,28,3.667,4,4,0.5547001962252291,,Spring 2014,GLG 112L
GLG 112L,I,2200,"Lenegan,Robert J/Beuttel,Brandon",22,3,3,0,0,0,0,0,0,0,0,0,28,3.679,4.0,4,0.6696362433535825,,Spring 2014,GLG 112L
GLG 112L,J,2201,"Lenegan,Robert J/England,Hunter Lynn",12,6,0,1,2,0,0,0,0,0,0,0,21,3.19,4,4,1.2891488517253398,,Spring 2014,GLG 112L
GLG 112L,K,2333,"Lenegan,Robert J/Cassidy,Colleen Elizabeth",22,1,1,0,1,0,0,0,1,0,0,0,26,3.72,4,4,0.8906926143924925,,Spring 2014,GLG 112L
GLG 112L,L,2334,"Lenegan,Robert J/Borer,Daniel John",21,6,0,0,0,0,0,0,0,0,0,0,27,3.778,4,4,0.4236592728681617,,Spring 2014,GLG 112L
GLG 112L,M,2345,"Lenegan,Robert J/Beuttel,Brandon",18,3,1,0,0,0,0,0,0,0,0,0,22,3.773,4.0,4,0.5284134548067254,,Spring 2014,GLG 112L
GLG 112L,N,2395,"Lenegan,Robert J/Winner,Kurt B",24,1,1,0,1,0,0,0,1,0,0,0,28,3.741,4,4,0.8590062502052811,,Spring 2014,GLG 112L
GLG 112L,O,2451,"Lenegan,Robert J/Paffett,Kyle",17,4,0,0,1,0,0,0,0,0,0,0,22,3.636,4.0,4,0.902137912878521,,Spring 2014,GLG 112L
GLG 112L,P,2473,"Lenegan,Robert J/Doupnik,Samantha Rae",25,2,0,0,0,0,0,0,1,0,0,0,28,3.926,4,4,0.2668802563418119,,Spring 2014,GLG 112L
GLG 112L,Q,2474,"Lenegan,Robert J/Savage,Jessica A",21,4,0,1,2,0,0,0,0,0,0,0,28,3.464,4.0,4,1.1700630833624395,,Spring 2014,GLG 112L
GLG 112L,R,2475,"Lenegan,Robert J/Doupnik,Samantha Rae",21,0,0,0,1,0,0,0,0,0,0,0,22,3.818,4.0,4,0.8528028654224418,,Spring 2014,GLG 112L
GLG 112L,S,2476,"Lenegan,Robert J/Zander,Paul David",17,6,2,0,1,0,0,0,0,0,0,0,26,3.462,4.0,4,0.9478721108153455,,Spring 2014,GLG 112L
GLG 112L,T,2477,"Lenegan,Robert J/Doupnik,Samantha Rae",12,5,3,1,1,0,0,0,0,0,0,0,22,3.182,4.0,4,1.1396057645963795,,Spring 2014,GLG 112L
GLG 112L,U,3724,"Lenegan,Robert J/Borer,Daniel John",20,6,1,1,0,0,0,0,0,0,0,0,28,3.607,4.0,4,0.737326788914382,,Spring 2014,GLG 112L
GLG 112L,V,3725,"Lenegan,Robert J/Stephens,Samuel M",17,3,0,0,2,0,0,0,0,0,0,0,22,3.5,4.0,4,1.185226520443204,,Spring 2014,GLG 112L
GLG 112L,W,3726,"Lenegan,Robert J/Borer,Daniel John",17,0,0,0,2,0,0,0,1,0,0,0,20,3.579,4,4,1.261207070569223,,Spring 2014,GLG 112L
